4.429999999999999910e-02,4.460000000000000075e-02,2.350000000000000006e-02,1.008000000000000007e-01,2.252000000000000113e-01,2.610999999999999988e-01,2.061000000000000054e-01,1.668000000000000038e-01,1.801000000000000101e-01,3.083000000000000185e-01,3.794000000000000150e-01,5.363999999999999879e-01,6.172999999999999599e-01,7.842000000000000082e-01,8.391999999999999460e-01,9.015999999999999570e-01,1.000000000000000000e+00,8.911000000000000032e-01,8.752999999999999670e-01,7.885999999999999677e-01,7.156000000000000139e-01,7.580999999999999961e-01,6.371999999999999886e-01,3.210000000000000075e-01,2.076000000000000068e-01,2.278999999999999915e-01,3.309000000000000274e-01,2.847000000000000086e-01,1.948999999999999899e-01,1.670999999999999985e-01,1.024999999999999939e-01,1.361999999999999877e-01,2.212000000000000077e-01,1.123999999999999999e-01,1.676999999999999880e-01,1.039000000000000062e-01,2.561999999999999833e-01,2.624000000000000221e-01,2.235999999999999932e-01,1.179999999999999938e-01,1.102999999999999953e-01,2.831000000000000183e-01,2.384999999999999898e-01,2.549999999999999836e-02,1.967000000000000137e-01,1.482999999999999874e-01,4.340000000000000108e-02,6.270000000000000573e-02,5.129999999999999838e-02,4.730000000000000177e-02,2.479999999999999913e-02,2.740000000000000074e-02,2.050000000000000086e-02,1.409999999999999969e-02,1.849999999999999908e-02,5.499999999999999681e-03,4.499999999999999660e-03,1.149999999999999981e-02,1.519999999999999997e-02,1.000000000000000021e-02,1.000000000000000000e+00
1.909999999999999892e-02,1.729999999999999941e-02,2.910000000000000087e-02,3.009999999999999828e-02,4.630000000000000088e-02,6.900000000000000577e-02,5.759999999999999842e-02,1.102999999999999953e-01,2.422999999999999876e-01,3.134000000000000119e-01,4.786000000000000254e-01,5.239000000000000323e-01,4.393000000000000238e-01,3.439999999999999725e-01,2.868999999999999884e-01,3.889000000000000234e-01,4.420000000000000040e-01,3.891999999999999904e-01,4.087999999999999967e-01,5.006000000000000449e-01,7.270999999999999686e-01,9.385000000000000009e-01,1.000000000000000000e+00,9.830999999999999739e-01,9.931999999999999718e-01,9.161000000000000254e-01,8.236999999999999877e-01,6.956999999999999851e-01,4.536000000000000032e-01,3.281000000000000028e-01,2.521999999999999797e-01,3.963999999999999746e-01,4.153999999999999915e-01,3.307999999999999829e-01,1.444999999999999896e-01,1.922999999999999987e-01,3.207999999999999741e-01,3.366999999999999993e-01,5.683000000000000274e-01,5.504999999999999893e-01,3.230999999999999983e-01,4.479999999999999954e-02,3.130999999999999894e-01,3.387000000000000011e-01,4.129999999999999782e-01,3.639000000000000012e-01,2.069000000000000006e-01,8.590000000000000413e-02,5.999999999999999778e-02,2.670000000000000151e-02,1.250000000000000069e-02,4.000000000000000083e-03,1.359999999999999924e-02,1.370000000000000037e-02,1.720000000000000001e-02,1.319999999999999993e-02,1.099999999999999936e-02,1.220000000000000077e-02,1.140000000000000041e-02,6.799999999999999621e-03,1.000000000000000000e+00
2.089999999999999844e-02,1.909999999999999892e-02,4.109999999999999765e-02,3.209999999999999659e-02,6.980000000000000093e-02,1.579000000000000126e-01,1.438000000000000111e-01,1.401999999999999913e-01,3.048000000000000154e-01,3.914000000000000257e-01,3.503999999999999893e-01,3.669000000000000039e-01,3.942999999999999838e-01,3.311000000000000054e-01,3.331000000000000072e-01,3.002000000000000224e-01,2.323999999999999955e-01,1.381000000000000005e-01,3.449999999999999734e-01,4.428000000000000269e-01,4.889999999999999902e-01,3.677000000000000268e-01,4.379000000000000115e-01,4.863999999999999990e-01,6.207000000000000295e-01,7.256000000000000227e-01,6.623999999999999888e-01,7.689000000000000279e-01,7.981000000000000316e-01,8.577000000000000179e-01,9.273000000000000131e-01,7.008999999999999675e-01,4.850999999999999757e-01,3.408999999999999808e-01,1.406000000000000028e-01,1.146999999999999964e-01,1.433000000000000107e-01,1.819999999999999951e-01,3.604999999999999871e-01,5.528999999999999471e-01,5.987999999999999989e-01,5.077000000000000401e-01,5.512000000000000233e-01,5.027000000000000357e-01,7.034000000000000252e-01,5.904000000000000359e-01,4.068999999999999839e-01,2.761000000000000121e-01,1.584000000000000130e-01,5.099999999999999672e-02,5.400000000000000286e-03,7.799999999999999642e-03,2.009999999999999981e-02,1.039999999999999952e-02,3.899999999999999821e-03,3.099999999999999891e-03,6.199999999999999782e-03,8.699999999999999400e-03,7.000000000000000146e-03,4.199999999999999740e-03,1.000000000000000000e+00
8.600000000000000006e-03,2.149999999999999828e-02,2.419999999999999929e-02,4.449999999999999789e-02,6.669999999999999540e-02,7.710000000000000187e-02,4.989999999999999991e-02,9.059999999999999998e-02,1.228999999999999954e-01,1.184999999999999942e-01,7.749999999999999944e-02,1.101000000000000034e-01,1.042000000000000010e-01,8.530000000000000082e-02,4.560000000000000164e-02,1.303999999999999881e-01,2.690000000000000169e-01,2.947000000000000175e-01,3.669000000000000039e-01,4.948000000000000176e-01,6.274999999999999467e-01,8.162000000000000366e-01,9.236999999999999655e-01,8.709999999999999964e-01,8.052000000000000268e-01,8.756000000000000449e-01,1.000000000000000000e+00,9.858000000000000096e-01,9.426999999999999824e-01,8.114000000000000101e-01,6.986999999999999877e-01,6.810000000000000497e-01,6.591000000000000192e-01,6.954000000000000181e-01,7.289999999999999813e-01,6.680000000000000382e-01,5.917000000000000037e-01,4.899000000000000021e-01,3.438999999999999835e-01,2.366000000000000048e-01,1.716000000000000025e-01,1.013000000000000012e-01,7.660000000000000142e-02,8.450000000000000566e-02,2.599999999999999881e-02,3.330000000000000321e-02,2.050000000000000086e-02,3.090000000000000038e-02,1.009999999999999960e-02,9.499999999999999764e-03,4.700000000000000185e-03,7.199999999999999803e-03,5.400000000000000286e-03,2.200000000000000133e-03,1.600000000000000077e-03,2.899999999999999800e-03,5.799999999999999600e-03,5.000000000000000104e-03,2.399999999999999790e-03,3.000000000000000062e-03,-1.000000000000000000e+00
3.919999999999999873e-02,1.080000000000000057e-02,2.670000000000000151e-02,2.570000000000000062e-02,4.100000000000000172e-02,4.909999999999999781e-02,1.053000000000000047e-01,1.690000000000000113e-01,2.104999999999999927e-01,2.470999999999999863e-01,2.680000000000000160e-01,3.049000000000000044e-01,2.862999999999999989e-01,2.293999999999999928e-01,1.165000000000000063e-01,2.127000000000000002e-01,2.061999999999999944e-01,2.222000000000000086e-01,3.240999999999999992e-01,4.329999999999999960e-01,5.070999999999999952e-01,5.944000000000000394e-01,7.077999999999999847e-01,7.641000000000000014e-01,8.878000000000000336e-01,9.710999999999999632e-01,9.879999999999999893e-01,9.811999999999999611e-01,9.464000000000000190e-01,8.541999999999999593e-01,6.457000000000000517e-01,3.397000000000000020e-01,3.827999999999999736e-01,3.204000000000000181e-01,1.330999999999999961e-01,4.399999999999999745e-02,1.233999999999999958e-01,2.030000000000000138e-01,1.652000000000000135e-01,1.043000000000000038e-01,1.066000000000000003e-01,2.109999999999999931e-01,2.416999999999999982e-01,1.630999999999999950e-01,7.689999999999999614e-02,7.230000000000000315e-02,9.120000000000000329e-02,8.119999999999999440e-02,4.959999999999999826e-02,1.009999999999999960e-02,8.899999999999999925e-03,8.300000000000000086e-03,8.000000000000000167e-03,2.599999999999999881e-03,7.900000000000000772e-03,4.199999999999999740e-03,7.100000000000000408e-03,4.400000000000000265e-03,2.200000000000000133e-03,1.399999999999999986e-03,1.000000000000000000e+00
8.399999999999999481e-03,1.529999999999999936e-02,2.910000000000000087e-02,4.320000000000000229e-02,9.510000000000000397e-02,7.520000000000000295e-02,4.139999999999999930e-02,2.589999999999999941e-02,6.919999999999999762e-02,1.753000000000000114e-01,1.970000000000000084e-01,1.166999999999999982e-01,1.683000000000000052e-01,8.140000000000000013e-02,2.179000000000000103e-01,5.120999999999999996e-01,7.230999999999999650e-01,7.775999999999999579e-01,6.221999999999999753e-01,3.501000000000000223e-01,3.733000000000000207e-01,2.621999999999999886e-01,3.775999999999999912e-01,7.360999999999999766e-01,8.672999999999999599e-01,8.223000000000000309e-01,7.772000000000000020e-01,7.862000000000000099e-01,5.652000000000000357e-01,3.634999999999999898e-01,3.533999999999999919e-01,3.865000000000000102e-01,3.370000000000000218e-01,1.693000000000000060e-01,2.626999999999999891e-01,3.195000000000000062e-01,1.388000000000000067e-01,1.048000000000000043e-01,1.680999999999999994e-01,1.910000000000000031e-01,1.174000000000000044e-01,9.329999999999999405e-02,8.559999999999999554e-02,9.510000000000000397e-02,9.859999999999999321e-02,9.560000000000000442e-02,4.259999999999999898e-02,4.070000000000000007e-02,1.060000000000000005e-02,1.789999999999999925e-02,5.599999999999999943e-03,2.359999999999999945e-02,1.140000000000000041e-02,1.359999999999999924e-02,1.170000000000000033e-02,6.000000000000000125e-03,5.799999999999999600e-03,3.099999999999999891e-03,7.199999999999999803e-03,4.499999999999999660e-03,-1.000000000000000000e+00
2.280000000000000082e-02,8.530000000000000082e-02,1.000000000000000056e-01,4.279999999999999777e-02,1.116999999999999937e-01,1.650999999999999968e-01,1.597000000000000086e-01,2.116000000000000103e-01,3.295000000000000151e-01,3.517000000000000126e-01,3.330000000000000182e-01,3.643000000000000127e-01,4.020000000000000240e-01,4.731000000000000205e-01,5.195999999999999508e-01,6.572999999999999954e-01,8.426000000000000156e-01,8.476000000000000201e-01,8.344000000000000306e-01,8.453000000000000513e-01,7.999000000000000554e-01,8.537000000000000144e-01,9.641999999999999460e-01,1.000000000000000000e+00,9.356999999999999762e-01,9.408999999999999586e-01,9.070000000000000284e-01,7.104000000000000314e-01,6.320000000000000062e-01,5.666999999999999815e-01,3.501000000000000223e-01,2.447000000000000008e-01,1.698000000000000065e-01,3.290000000000000147e-01,3.674000000000000044e-01,2.331000000000000016e-01,2.412999999999999867e-01,2.555999999999999939e-01,1.892000000000000071e-01,1.940000000000000058e-01,3.074000000000000066e-01,2.785000000000000253e-01,3.080000000000000099e-02,1.237999999999999934e-01,1.854000000000000092e-01,1.753000000000000114e-01,1.078999999999999959e-01,7.280000000000000360e-02,2.419999999999999929e-02,1.909999999999999892e-02,1.590000000000000094e-02,1.720000000000000001e-02,1.909999999999999892e-02,2.599999999999999881e-02,1.400000000000000029e-02,1.250000000000000069e-02,1.159999999999999920e-02,9.299999999999999239e-03,1.199999999999999895e-03,3.599999999999999901e-03,1.000000000000000000e+00
4.109999999999999765e-02,2.769999999999999893e-02,6.040000000000000230e-02,5.249999999999999806e-02,4.889999999999999902e-02,3.849999999999999950e-02,6.110000000000000153e-02,1.116999999999999937e-01,1.237000000000000044e-01,2.300000000000000100e-01,1.370000000000000107e-01,1.335000000000000075e-01,2.137000000000000011e-01,1.526000000000000134e-01,7.749999999999999944e-02,1.195999999999999980e-01,9.030000000000000526e-02,6.890000000000000291e-02,2.071000000000000063e-01,2.974999999999999867e-01,2.836000000000000187e-01,3.352999999999999869e-01,3.622000000000000219e-01,3.201999999999999846e-01,3.452000000000000068e-01,3.562000000000000166e-01,3.891999999999999904e-01,6.622000000000000108e-01,9.254000000000000004e-01,1.000000000000000000e+00,8.528000000000000025e-01,6.297000000000000375e-01,5.250000000000000222e-01,4.012000000000000011e-01,2.901000000000000245e-01,2.006999999999999895e-01,3.356000000000000094e-01,4.798999999999999932e-01,6.147000000000000242e-01,6.246000000000000441e-01,4.973000000000000198e-01,3.492000000000000104e-01,2.661999999999999922e-01,3.136999999999999789e-01,4.282000000000000250e-01,4.262000000000000233e-01,3.511000000000000232e-01,2.457999999999999907e-01,1.259000000000000119e-01,3.269999999999999990e-02,1.810000000000000150e-02,2.170000000000000054e-02,3.799999999999999992e-03,1.899999999999999996e-03,6.499999999999999702e-03,1.319999999999999993e-02,1.080000000000000057e-02,5.000000000000000104e-03,8.500000000000000611e-03,4.400000000000000265e-03,1.000000000000000000e+00
2.989999999999999949e-02,6.880000000000000004e-02,9.919999999999999651e-02,1.020999999999999963e-01,8.000000000000000167e-02,6.289999999999999758e-02,1.299999999999999940e-02,8.129999999999999727e-02,1.761000000000000065e-01,9.979999999999999982e-02,5.229999999999999927e-02,9.039999999999999425e-02,2.655000000000000138e-01,3.099000000000000088e-01,3.519999999999999796e-01,3.891999999999999904e-01,3.961999999999999966e-01,2.449000000000000066e-01,2.354999999999999871e-01,3.044999999999999929e-01,3.111999999999999766e-01,4.697999999999999954e-01,5.534000000000000030e-01,4.531999999999999917e-01,4.464000000000000190e-01,4.670000000000000262e-01,4.621000000000000107e-01,6.987999999999999767e-01,7.625999999999999446e-01,7.025000000000000133e-01,7.381999999999999673e-01,7.446000000000000396e-01,7.926999999999999602e-01,5.227000000000000535e-01,3.966999999999999971e-01,3.042000000000000259e-01,1.308999999999999886e-01,2.407999999999999863e-01,1.779999999999999916e-01,1.597999999999999976e-01,5.656999999999999806e-01,6.442999999999999838e-01,4.240999999999999770e-01,4.566999999999999948e-01,5.759999999999999565e-01,5.292999999999999927e-01,3.286999999999999922e-01,1.282999999999999974e-01,6.980000000000000093e-02,3.339999999999999913e-02,3.420000000000000123e-02,4.590000000000000330e-02,2.769999999999999893e-02,1.720000000000000001e-02,8.699999999999999400e-03,4.599999999999999922e-03,2.029999999999999860e-02,1.299999999999999940e-02,1.149999999999999981e-02,1.500000000000000031e-03,1.000000000000000000e+00
2.079999999999999905e-02,1.859999999999999848e-02,1.310000000000000053e-02,2.110000000000000070e-02,6.099999999999999867e-02,6.130000000000000032e-02,6.119999999999999746e-02,5.059999999999999915e-02,9.890000000000000180e-02,1.092999999999999944e-01,1.063000000000000056e-01,1.179000000000000048e-01,1.290999999999999925e-01,1.590999999999999914e-01,1.680000000000000104e-01,1.917999999999999983e-01,1.615000000000000047e-01,1.647000000000000131e-01,1.396999999999999909e-01,1.426000000000000045e-01,2.429000000000000048e-01,2.816000000000000170e-01,4.289999999999999925e-01,6.442999999999999838e-01,9.061000000000000165e-01,1.000000000000000000e+00,8.086999999999999744e-01,6.118999999999999995e-01,5.260000000000000231e-01,3.677000000000000268e-01,2.746000000000000107e-01,1.019999999999999934e-01,1.338999999999999913e-01,1.582000000000000073e-01,1.952000000000000124e-01,1.786999999999999977e-01,4.290000000000000063e-02,1.096000000000000030e-01,1.761999999999999955e-01,2.480999999999999872e-01,3.150000000000000022e-01,2.919999999999999818e-01,1.902000000000000079e-01,6.959999999999999520e-02,7.580000000000000626e-02,9.099999999999999756e-02,4.410000000000000031e-02,2.440000000000000155e-02,2.649999999999999925e-02,9.499999999999999764e-03,1.400000000000000029e-02,7.400000000000000328e-03,6.300000000000000044e-03,8.099999999999999561e-03,8.699999999999999400e-03,4.400000000000000265e-03,2.799999999999999972e-03,1.899999999999999996e-03,4.899999999999999842e-03,2.299999999999999961e-03,-1.000000000000000000e+00
